100 
 0.000000
C 0 0.012 12.5029 77.3202 49.401 62.5029 77.3202 49.401
C 1 0.012 63.1492 30.5841 43.374 64.1492 30.5841 43.374
C 2 0.012 35.3374 24.0987 63.4959 36.3374 24.0987 63.4959
C 3 0.012 69.3707 45.6807 41.6476 70.3707 45.6807 41.6476
C 4 0.012 33.0311 34.3002 74.3012 34.0311 34.3002 74.3012
C 5 0.012 45.4429 56.9797 47.6201 46.4429 56.9797 47.6201
C 6 0.012 48.6972 52.7209 26.5411 49.6972 52.7209 26.5411
C 7 0.012 46.4123 44.1268 48.5902 47.4123 44.1268 48.5902
C 8 0.012 53.8051 43.1568 35.4616 54.8051 43.1568 35.4616
C 9 0.012 67.8019 76.8837 38.3418 68.8019 76.8837 38.3418
C 10 0.012 66.2157 33.4604 69.8883 67.2157 33.4604 69.8883
C 11 0.012 62.8073 55.4373 21.3718 63.8073 55.4373 21.3718
C 12 0.012 59.2398 21.6965 53.8985 60.2398 21.6965 53.8985
C 13 0.012 35.7544 70.4018 30.2536 36.7544 70.4018 30.2536
C 14 0.012 24.1114 39.6102 62.9488 25.1114 39.6102 62.9488
C 15 0.012 26.1639 60.1175 65.9658 27.1639 60.1175 65.9658
C 16 0.012 57.7948 55.9718 29.2178 58.7948 55.9718 29.2178
C 17 0.012 24.0397 47.5669 40.8667 25.0397 47.5669 40.8667
C 18 0.012 59.5973 72.7711 48.8125 60.5973 72.7711 48.8125
C 19 0.012 78.8768 32.0844 52.8685 79.8768 32.0844 52.8685
C 20 0.012 28.3919 35.7322 51.7877 29.3919 35.7322 51.7877
C 21 0.012 31.0851 68.1515 55.5162 32.0851 68.1515 55.5162
C 22 0.012 21.083 44.7796 62.3647 22.083 44.7796 62.3647
C 23 0.012 77.2376 29.1133 61.8006 78.2376 29.1133 61.8006
C 24 0.012 20.3072 27.5387 47.4843 21.3072 27.5387 47.4843
C 25 0.012 43.6205 34.311 37.2027 44.6205 34.311 37.2027
C 26 0.012 53.5331 56.128 53.7633 54.5331 56.128 53.7633
C 27 0.012 20.4689 23.7422 68.2463 21.4689 23.7422 68.2463
C 28 0.012 23.2915 63.9972 47.7981 24.2915 63.9972 47.7981
C 29 0.012 46.1645 49.3521 64.1803 47.1645 49.3521 64.1803
C 30 0.012 34.227 67.2273 77.1025 35.227 67.2273 77.1025
C 31 0.012 49.5202 53.9283 28.7892 50.5202 53.9283 28.7892
C 32 0.012 34.2285 48.9309 40.6853 35.2285 48.9309 40.6853
C 33 0.012 28.7691 71.3076 31.7505 29.7691 71.3076 31.7505
C 34 0.012 67.7941 44.3271 67.3541 68.7941 44.3271 67.3541
C 35 0.012 36.8192 47.0185 39.3363 37.8192 47.0185 39.3363
C 36 0.012 22.7631 25.7379 24.2664 23.7631 25.7379 24.2664
C 37 0.012 52.1514 39.6582 20.9689 53.1514 39.6582 20.9689
C 38 0.012 55.3775 63.1223 78.1607 56.3775 63.1223 78.1607
C 39 0.012 45.6013 30.174 31.4059 46.6013 30.174 31.4059
C 40 0.012 66.093 75.8259 79.6455 67.093 75.8259 79.6455
C 41 0.012 73.7187 25.5396 41.9742 74.7187 25.5396 41.9742
C 42 0.012 55.7209 62.8682 61.6173 56.7209 62.8682 61.6173
C 43 0.012 62.0308 65.4264 30.0793 63.0308 65.4264 30.0793
C 44 0.012 43.0886 36.9359 61.3821 44.0886 36.9359 61.3821
C 45 0.012 63.3043 43.8245 33.5514 64.3043 43.8245 33.5514
C 46 0.012 30.6032 71.297 37.4757 31.6032 71.297 37.4757
C 47 0.012 56.0571 62.3733 46.593 57.0571 62.3733 46.593
C 48 0.012 43.958 23.0192 71.823 44.958 23.0192 71.823
C 49 0.012 38.9244 54.6371 29.9786 39.9244 54.6371 29.9786
C 50 0.012 72.2523 78.2236 66.0973 73.2523 78.2236 66.0973
C 51 0.012 61.387 39.2795 73.234 62.387 39.2795 73.234
C 52 0.012 56.9297 20.8842 49.6071 57.9297 20.8842 49.6071
C 53 0.012 64.6626 24.9142 21.0779 65.6626 24.9142 21.0779
C 54 0.012 33.1599 72.8947 78.9308 34.1599 72.8947 78.9308
C 55 0.012 30.7428 30.9599 76.63 31.7428 30.9599 76.63
C 56 0.012 64.3925 72.557 62.3928 65.3925 72.557 62.3928
C 57 0.012 54.5446 63.1479 54.7164 55.5446 63.1479 54.7164
C 58 0.012 52.3934 33.7505 24.2084 53.3934 33.7505 24.2084
C 59 0.012 33.2117 64.1142 54.1502 34.2117 64.1142 54.1502
C 60 0.012 23.4511 24.1687 27.8365 24.4511 24.1687 27.8365
C 61 0.012 52.9475 66.7058 51.3866 53.9475 66.7058 51.3866
C 62 0.012 65.3333 40.3697 25.5608 66.3333 40.3697 25.5608
C 63 0.012 41.7997 49.398 28.9994 42.7997 49.398 28.9994
C 64 0.012 40.0449 68.873 69.5147 41.0449 68.873 69.5147
C 65 0.012 27.4273 61.5532 49.1272 28.4273 61.5532 49.1272
C 66 0.012 23.9088 69.8599 57.7489 24.9088 69.8599 57.7489
C 67 0.012 55.0707 25.593 67.7314 56.0707 25.593 67.7314
C 68 0.012 65.7406 33.038 70.7476 66.7406 33.038 70.7476
C 69 0.012 72.1656 34.2284 32.5584 73.1656 34.2284 32.5584
C 70 0.012 41.3024 20.7807 41.7225 42.3024 20.7807 41.7225
C 71 0.012 56.0158 47.9431 30.6458 57.0158 47.9431 30.6458
C 72 0.012 64.8784 66.0136 48.2724 65.8784 66.0136 48.2724
C 73 0.012 50.7129 44.7736 65.8457 51.7129 44.7736 65.8457
C 74 0.012 42.5793 23.3762 21.467 43.5793 23.3762 21.467
C 75 0.012 37.5627 20.961 51.0356 38.5627 20.961 51.0356
C 76 0.012 60.7886 40.7178 61.7862 61.7886 40.7178 61.7862
C 77 0.012 26.4834 57.2582 56.9536 27.4834 57.2582 56.9536
C 78 0.012 72.0275 71.1859 77.0013 73.0275 71.1859 77.0013
C 79 0.012 77.9985 73.214 22.3782 78.9985 73.214 22.3782
C 80 0.012 35.5518 20.9644 33.4949 36.5518 20.9644 33.4949
C 81 0.012 65.3443 49.1355 47.7411 66.3443 49.1355 47.7411
C 82 0.012 74.0826 29.2785 68.1475 75.0826 29.2785 68.1475
C 83 0.012 42.6828 59.4299 32.6255 43.6828 59.4299 32.6255
C 84 0.012 38.1422 21.4126 44.8611 39.1422 21.4126 44.8611
C 85 0.012 36.0628 32.4728 50.3584 37.0628 32.4728 50.3584
C 86 0.012 32.3963 46.6541 65.2196 33.3963 46.6541 65.2196
C 87 0.012 77.3019 63.4195 57.6327 78.3019 63.4195 57.6327
C 88 0.012 39.7365 46.7535 24.5432 40.7365 46.7535 24.5432
C 89 0.012 36.258 60.2583 56.6269 37.258 60.2583 56.6269
C 90 0.012 29.9837 42.9732 77.0869 30.9837 42.9732 77.0869
C 91 0.012 42.0579 75.9141 42.6142 43.0579 75.9141 42.6142
C 92 0.012 67.9801 59.361 74.883 68.9801 59.361 74.883
C 93 0.012 54.1479 54.0838 74.0676 55.1479 54.0838 74.0676
C 94 0.012 22.0078 60.1879 66.4269 23.0078 60.1879 66.4269
C 95 0.012 53.2092 77.2908 36.583 54.2092 77.2908 36.583
C 96 0.012 64.4312 43.8486 78.7926 65.4312 43.8486 78.7926
C 97 0.012 62.6867 37.8096 45.9691 63.6867 37.8096 45.9691
C 98 0.012 31.1206 40.3013 67.5795 32.1206 40.3013 67.5795
C 99 0.012 61.5157 65.922 57.2869 62.5157 65.922 57.2869
